Machine_Displacement,Machine_Load,u--#,v--#,exx--#,eyy--# ,exy--#,Th_chamber,Specimen Name
0.614709,559.95303,-0.00296164,-0.324283,-0.00155567,0.00806525,7.36E-05,20,
0.600342,559.808076,-0.000834082,-0.325718,-0.00152824,0.0080876,7.09E-05,20,
0.624566,562.562216,-0.00251947,-0.32735,-0.00153344,0.00811686,7.38E-05,20,
0.604401,569.294561,-0.0051184,-0.329128,-0.00152581,0.00814077,6.69E-05,20,
0.637644,564.849281,-0.00397351,-0.330716,-0.00154497,0.00816523,5.57E-05,20,
0.628238,571.066231,-0.000968643,-0.33215,-0.00157368,0.0081821,2.44E-05,20,
0.622697,575.624253,-0.00221743,-0.333453,-0.00160747,0.00818899,-8.63E-06,20,
0.644215,574.754525,-0.00560565,-0.335298,-0.00166104,0.00821765,-2.78E-05,20,
0.619863,574.335766,-0.00334255,-0.336882,-0.00167208,0.00825136,-7.69E-06,20,
0.645375,581.5674,-0.000805655,-0.338288,-0.00166012,0.00828138,2.72E-05,20,
0.622311,589.797611,-0.00274838,-0.339716,-0.00165892,0.00832539,3.30E-05,20,
0.637257,587.446122,-0.00527592,-0.341415,-0.00163851,0.00835805,2.98E-05,20,
0.659548,589.604338,-0.00422981,-0.343096,-0.00160997,0.00838223,2.02E-05,20,
0.652139,589.298322,-0.00136284,-0.344505,-0.00166113,0.00840972,-8.14E-07,20,
0.643957,599.251885,-0.00227676,-0.345825,-0.00167578,0.00842463,-4.97E-06,20,
0.66496,592.825555,-0.00566138,-0.347384,-0.00166551,0.00844912,-5.23E-06,20,
0.662254,595.40253,-0.00424955,-0.348833,-0.00167272,0.00848233,-5.39E-06,20,
0.65317,601.587268,-0.00115888,-0.350306,-0.00165217,0.0085145,2.06E-05,20,
0.679133,603.922651,-0.00273235,-0.351762,-0.00166012,0.00854768,3.31E-05,20,
0.664251,605.468835,-0.00508632,-0.353235,-0.00167085,0.0085775,5.56E-05,20,
0.666377,607.562627,-0.00391177,-0.354795,-0.00165577,0.00860473,6.34E-05,20,
0.657486,611.138179,-0.0017445,-0.356224,-0.00162329,0.00864152,5.44E-05,20,
0.677844,611.927377,-0.00246833,-0.357599,-0.00162354,0.00866917,5.61E-05,20,
0.669212,621.671561,-0.00564732,-0.359193,-0.00161584,0.00869251,7.07E-05,20,
0.662318,620.47971,-0.00535046,-0.360654,-0.00159899,0.00873656,8.54E-05,20,
0.681001,626.116842,-0.00243264,-0.3621,-0.00160024,0.00876611,7.89E-05,20,
0.683127,621.768198,-0.00411376,-0.363734,-0.0015837,0.00879452,7.95E-05,20,
0.683321,628.130103,-0.00703229,-0.365309,-0.00155589,0.00882696,9.39E-05,20,
0.6772,630.352743,-0.00602699,-0.366879,-0.00153123,0.00885519,0.000115261,20,
0.696141,629.450802,-0.00430421,-0.368508,-0.00158055,0.00888309,0.000106896,20,
0.68506,633.815553,-0.00536066,-0.369981,-0.00174761,0.00890611,8.70E-05,20,
0.728289,632.011671,-0.00777454,-0.37167,-0.00196186,0.008929,6.17E-05,20,
0.717014,640.934445,-0.00350313,-0.37465,-0.00213051,0.00899467,5.64E-05,20,
0.701102,640.241883,-0.00422618,-0.376185,-0.00202338,0.00902323,5.26E-05,20,
0.706513,640.612323,-0.00734113,-0.377847,-0.0018761,0.00905192,5.22E-05,20,
0.72758,647.779533,-0.0061931,-0.379275,-0.00180084,0.00908089,5.96E-05,20,
0.719785,644.075133,-0.00379364,-0.380883,-0.00177106,0.00910263,4.19E-05,20,
0.734473,649.696158,-0.00516038,-0.382286,-0.00176776,0.00912451,4.01E-05,20,
0.704065,662.033424,-0.00759064,-0.383802,-0.00177434,0.00914183,5.64E-05,20,
0.728289,656.976111,-0.0071389,-0.385459,-0.00179352,0.00917529,8.08E-05,20,
0.7337,659.392025,-0.00433931,-0.386816,-0.00180307,0.00921274,6.58E-05,20,
0.721266,661.550241,-0.00494721,-0.388313,-0.00184121,0.00925287,5.97E-05,20,
0.73763,666.575342,-0.00856161,-0.38989,-0.00185388,0.00928592,5.31E-05,20,
0.715533,666.011629,-0.00790333,-0.39143,-0.00188404,0.00931274,5.27E-05,20,
0.757151,671.101154,-0.00451891,-0.393059,-0.0018933,0.00933487,3.81E-05,20,
0.726871,678.12341,-0.0055324,-0.394485,-0.00189877,0.00935275,4.75E-05,20,
0.750451,673.839189,-0.00836181,-0.39584,-0.0019212,0.00937,5.01E-05,20,
0.752577,679.299155,-0.00785813,-0.397256,-0.00193104,0.00938912,4.42E-05,20,
0.766363,674.692812,-0.00507347,-0.398517,-0.00193215,0.00941163,3.56E-05,20,
0.762369,681.747281,-0.0050657,-0.399927,-0.00192232,0.00944552,2.95E-05,20,
0.761854,681.715069,-0.00837614,-0.401442,-0.00192693,0.00947999,3.14E-05,20,
0.754381,690.492889,-0.00852212,-0.402879,-0.00193641,0.00950841,2.33E-05,20,
0.768683,685.355046,-0.00520364,-0.40415,-0.0019539,0.00952995,1.72E-05,20,
0.775061,693.311455,-0.0052252,-0.405823,-0.00201006,0.00956067,1.28E-05,20,
0.769971,701.04238,-0.00813678,-0.407405,-0.00203779,0.00958017,1.57E-05,20,
0.776414,694.197291,-0.00761877,-0.40885,-0.00206448,0.00960103,1.89E-05,20,
0.796965,694.825428,-0.00480214,-0.410333,-0.00206397,0.00963137,2.32E-06,20,
0.75889,702.991218,-0.00460514,-0.411681,-0.00205481,0.00966769,2.01E-05,20,
0.779893,708.241804,-0.00731004,-0.413261,-0.00206484,0.00970559,2.96E-05,20,
0.785175,703.248915,-0.00788461,-0.414896,-0.00208848,0.0097402,2.38E-05,20,
0.790523,707.984106,-0.00475195,-0.41623,-0.00207834,0.0097794,2.48E-05,20,
0.793615,710.883203,-0.0046865,-0.417873,-0.00207125,0.00980909,3.03E-05,20,
0.79529,713.862831,-0.00802152,-0.419372,-0.00209319,0.00984318,4.02E-05,20,
0.796643,715.376804,-0.0082732,-0.421163,-0.00210567,0.00988092,3.46E-05,20,
0.783629,715.859986,-0.0052936,-0.422763,-0.00211871,0.00991645,2.92E-05,20,
0.816937,722.415167,-0.00527753,-0.424254,-0.00211668,0.0099444,1.90E-05,20,
0.794775,726.554433,-0.00771168,-0.425702,-0.00212977,0.00997044,2.45E-05,20,
0.814166,724.798869,-0.00827008,-0.427485,-0.00214644,0.0100012,2.80E-05,20,
0.801604,728.0523,-0.00573406,-0.42881,-0.00214072,0.0100353,3.05E-05,20,
0.812169,736.040923,-0.00519395,-0.430307,-0.00212421,0.0100609,3.45E-05,20,
0.79864,736.620742,-0.00859436,-0.431956,-0.00212825,0.0101014,4.48E-05,20,
0.820222,735.525528,-0.00917785,-0.433582,-0.00215966,0.0101303,5.50E-05,20,
0.822026,739.809749,-0.00588254,-0.435125,-0.00216377,0.0101544,5.79E-05,20,
0.824796,737.683745,-0.00585668,-0.436673,-0.00217114,0.0101808,7.94E-05,20,
0.839034,742.096815,-0.00926801,-0.439836,-0.0021794,0.0102349,9.60E-05,20,
0.836393,749.570043,-0.0068967,-0.441446,-0.00218412,0.0102684,9.67E-05,20,
0.832398,753.177809,-0.00611944,-0.442981,-0.00217793,0.0102994,0.00011181,20,
0.825054,758.057956,-0.00906835,-0.444646,-0.00218167,0.0103217,0.000118241,20,
0.835297,756.80168,-0.0103905,-0.446323,-0.00218194,0.0103465,0.000113231,20,
0.834782,755.948057,-0.00715656,-0.447848,-0.00221969,0.0103737,9.83E-05,20,
0.838068,760.039006,-0.0065976,-0.449497,-0.0022513,0.0103977,7.12E-05,20,
0.842642,764.403758,-0.0105729,-0.452705,-0.00223674,0.0104606,7.52E-05,20,
0.870538,766.465338,-0.00814437,-0.454297,-0.00229743,0.0104945,5.77E-05,20,
0.867703,768.011523,-0.00718381,-0.45575,-0.00230429,0.0105169,5.58E-05,20,
0.868347,771.619289,-0.0111119,-0.458899,-0.00231086,0.0105773,6.65E-05,20,
0.875305,773.68087,-0.00841744,-0.460267,-0.00237246,0.0106048,6.50E-05,20,
0.869636,781.266841,-0.00712599,-0.461646,-0.00239195,0.0106201,6.26E-05,20,
0.866608,783.022406,-0.0105807,-0.463194,-0.00238928,0.0106484,6.80E-05,20,
0.877238,784.198151,-0.0114476,-0.464632,-0.00241866,0.0106787,7.30E-05,20,
0.871053,783.247891,-0.00854303,-0.466189,-0.00243847,0.0107061,7.16E-05,20,
0.872084,791.349258,-0.0104915,-0.469074,-0.00249537,0.010748,9.20E-05,20,
0.887095,794.280568,-0.0117201,-0.470734,-0.00252967,0.0107701,9.24E-05,20,
0.886837,800.819644,-0.00946965,-0.472173,-0.00250406,0.010803,7.86E-05,20,
0.899657,802.687952,-0.0108418,-0.475233,-0.00253395,0.0108576,4.90E-05,20,
0.890445,804.34688,-0.0122507,-0.476826,-0.00252717,0.0108791,5.29E-05,20,
0.913573,805.860853,-0.00808912,-0.479691,-0.00248081,0.0109389,4.82E-05,20,
0.906229,811.24029,-0.0109874,-0.481216,-0.00249231,0.0109683,5.22E-05,20,
0.91003,816.909637,-0.0121725,-0.48284,-0.0024904,0.0110045,5.06E-05,20,
0.921175,814.799738,-0.00981386,-0.484484,-0.00248351,0.0110359,4.45E-05,20,
0.927038,816.73247,-0.00809399,-0.485689,-0.00251662,0.0110581,4.77E-05,20,
0.904747,823.303758,-0.0106243,-0.487302,-0.00254932,0.0110851,4.30E-05,20,
0.924847,823.464819,-0.0128605,-0.48889,-0.00253986,0.0111227,4.78E-05,20,
0.916601,825.89684,-0.00986492,-0.490266,-0.00255445,0.0111616,3.25E-05,20,
0.936572,827.684617,-0.00803078,-0.491705,-0.0025654,0.0112041,2.77E-05,20,
0.92794,832.435917,-0.0112188,-0.493331,-0.00257521,0.0112372,3.13E-05,20,
0.927424,835.125636,-0.01256,-0.494876,-0.00259087,0.0112637,3.42E-05,20,
0.932771,837.106686,-0.0100834,-0.49647,-0.00259365,0.0112876,3.63E-05,20,
0.938312,835.76988,-0.00842302,-0.497705,-0.0026195,0.0113191,4.24E-05,20,
0.961634,838.089158,-0.0105911,-0.499277,-0.0026212,0.011351,2.68E-05,20,
0.945914,845.159736,-0.0130706,-0.500999,-0.00263085,0.0113831,3.05E-05,20,
0.956029,844.789296,-0.0107638,-0.502506,-0.00263769,0.0114108,3.58E-05,20,
0.940631,850.039885,-0.00828032,-0.503911,-0.00267117,0.0114417,3.53E-05,20,
0.959958,849.009094,-0.0110781,-0.50556,-0.00269159,0.0114735,3.25E-05,20,
0.949586,855.435429,-0.0130793,-0.507124,-0.00269598,0.0115042,3.24E-05,20,
0.964984,854.903927,-0.010273,-0.508897,-0.00271871,0.0115348,4.69E-05,20,
0.973488,856.997721,-0.00849879,-0.510477,-0.00276438,0.0115682,5.58E-05,20,
0.962729,859.945137,-0.0105404,-0.512039,-0.00277724,0.0116022,5.85E-05,20,
0.961505,865.09909,-0.0127724,-0.513921,-0.00279001,0.0116379,6.07E-05,20,
0.967367,867.144565,-0.0109783,-0.515615,-0.00279054,0.0116817,8.93E-05,20,
0.969493,871.219409,-0.00830223,-0.517149,-0.00280089,0.0117171,9.58E-05,20,
0.979157,875.406995,-0.0131479,-0.520868,-0.00280919,0.0117923,0.000101788,20,
0.992622,874.199037,-0.0106141,-0.522587,-0.00281037,0.0118318,8.94E-05,20,
0.988949,878.998656,-0.00850777,-0.524241,-0.00280335,0.0118766,8.93E-05,20,
0.99784,881.011919,-0.0107497,-0.525935,-0.00279927,0.0119141,8.77E-05,20,
0.9894,884.909596,-0.0127444,-0.527959,-0.00279744,0.0119528,7.63E-05,20,
0.999837,887.08392,-0.0112247,-0.529815,-0.00281131,0.0119865,6.62E-05,20,
0.994812,889.306562,-0.00898414,-0.531276,-0.00282331,0.0120155,5.05E-05,20,
1.007375,891.75469,-0.0106379,-0.533114,-0.0028297,0.0120451,4.07E-05,20,
1.001577,897.45625,-0.0136109,-0.535116,-0.00281555,0.0120748,3.04E-05,20,
1.003187,896.989173,-0.011625,-0.53682,-0.00280843,0.012099,3.56E-05,20,
1.02464,896.683157,-0.0090459,-0.538486,-0.00279614,0.0121257,3.49E-05,20,
1.005635,900.59694,-0.0114161,-0.540078,-0.00277264,0.0121474,4.16E-05,20,
1.015299,902.755158,-0.0134812,-0.541948,-0.00277121,0.0121552,5.02E-05,20,
1.03192,904.52683,-0.0118007,-0.543567,-0.00275622,0.0121509,4.89E-05,20,
1.023996,905.10665,-0.00989901,-0.54488,-0.00274568,0.0121965,4.82E-05,20,
1.026573,912.531564,-0.0148712,-0.548379,-0.00274116,0.0122908,3.53E-05,20,
1.045192,912.853686,-0.0135216,-0.550109,-0.00276516,0.012326,2.94E-05,20,
1.052858,914.238811,-0.0106036,-0.551687,-0.00280654,0.0123624,3.01E-05,20,
1.052665,918.651883,-0.0125983,-0.553375,-0.00285006,0.0124035,4.37E-06,20,
1.044032,926.173434,-0.0155338,-0.555134,-0.00286089,0.0124428,-6.38E-06,20,
1.056337,925.899631,-0.0136636,-0.556916,-0.00288557,0.0124834,2.75E-06,20,
1.062458,925.802994,-0.0113651,-0.558548,-0.00290001,0.0125165,-1.83E-06,20,
1.06439,929.861733,-0.0126952,-0.560086,-0.00291526,0.012551,-2.17E-06,20,
1.066967,931.230752,-0.0153622,-0.562008,-0.00293212,0.0125816,-1.50E-05,20,
1.065614,935.78878,-0.0143696,-0.563708,-0.00299374,0.0126197,-1.32E-05,20,
1.071155,936.497448,-0.01131,-0.565221,-0.0029973,0.0126486,5.05E-06,20,
1.083653,940.66893,-0.0124458,-0.567021,-0.00299883,0.0126718,2.90E-05,20,
1.078628,945.307488,-0.0158274,-0.568895,-0.00302326,0.0126986,1.52E-05,20,
1.077533,948.045526,-0.0141017,-0.570567,-0.00302298,0.0127308,1.49E-05,20,
1.066323,950.284275,-0.0113819,-0.572191,-0.00305477,0.0127717,9.53E-06,20,
1.075922,950.42923,-0.0126857,-0.573922,-0.00306273,0.0128135,2.99E-05,20,
1.100275,952.442493,-0.0151313,-0.575961,-0.00305722,0.01285,2.25E-05,20,
1.092737,956.050261,-0.0144003,-0.577868,-0.00307927,0.0128866,1.15E-05,20,
1.091706,958.530602,-0.0117004,-0.579513,-0.00309974,0.0129214,2.17E-05,20,
1.092608,961.333065,-0.0124126,-0.581279,-0.00310888,0.01296,2.00E-05,20,
1.106331,966.535337,-0.0160626,-0.583283,-0.00311222,0.0129991,1.11E-05,20,
1.103045,965.955517,-0.0146554,-0.58513,-0.00313853,0.0130281,1.34E-05,20,
1.123983,965.375698,-0.011494,-0.586737,-0.00316818,0.013062,2.41E-05,20,
1.114512,972.671764,-0.0127138,-0.588383,-0.00320669,0.0130959,1.98E-05,20,
1.110583,975.603076,-0.0152437,-0.59021,-0.00323612,0.0131324,1.50E-05,20,
1.117862,979.903407,-0.0120869,-0.59546,-0.0032925,0.0132437,1.30E-05,20,
1.123016,983.801085,-0.0154041,-0.597291,-0.00327141,0.0132868,9.87E-06,20,
1.123983,988.036992,-0.0148339,-0.599326,-0.00326858,0.0133179,4.22E-06,20,
1.121535,987.682657,-0.011325,-0.600958,-0.00328848,0.0133476,7.93E-07,20,
1.143439,992.611127,-0.0122555,-0.602666,-0.00331873,0.0133676,-8.09E-06,20,
1.139187,994.54386,-0.0156068,-0.604364,-0.00333329,0.013397,-1.17E-05,20,
1.146274,994.849876,-0.0144485,-0.60637,-0.00331335,0.0134344,-7.99E-06,20,
1.138543,996.428275,-0.0115061,-0.608119,-0.00331109,0.0134777,-6.44E-06,20,
1.14273,1001.244002,-0.0117913,-0.609854,-0.00329769,0.0135267,-1.24E-05,20,
1.156388,1001.388957,-0.0148866,-0.611787,-0.00332934,0.0135564,-1.05E-05,20,
1.154455,1006.075835,-0.0149826,-0.613821,-0.00332012,0.0136048,-5.21E-07,20,
1.159481,1010.295635,-0.0116971,-0.615742,-0.00334535,0.0136412,1.51E-05,20,
1.16399,1012.67934,-0.0117815,-0.617685,-0.00338107,0.013666,4.51E-06,20,
1.163604,1017.076308,-0.0157097,-0.619712,-0.00336079,0.0136968,3.63E-06,20,
1.167727,1016.254896,-0.015273,-0.621914,-0.00335931,0.0137445,6.10E-06,20,
1.181192,1018.880192,-0.0120961,-0.623895,-0.00336674,0.0138,2.56E-05,20,
1.173267,1020.249212,-0.0124959,-0.625953,-0.00336245,0.0138552,4.51E-05,20,
1.196074,1022.181945,-0.0152593,-0.628241,-0.0033577,0.0139043,5.35E-05,20,
1.197555,1025.016621,-0.0157473,-0.630788,-0.00336737,0.0139349,5.07E-05,20,
1.190598,1030.685972,-0.0132169,-0.632852,-0.00339994,0.0139602,2.25E-05,20,
1.193819,1034.116574,-0.0128693,-0.634969,-0.00341806,0.0139894,1.26E-05,20,
1.196847,1036.774082,-0.0163944,-0.637297,-0.00341607,0.0140197,8.79E-06,20,
1.201485,1040.236896,-0.0167341,-0.63965,-0.00341509,0.0140566,1.82E-05,20,
1.212244,1039.818137,-0.0139571,-0.643944,-0.00345375,0.0141311,6.04E-05,20,
1.216045,1047.694026,-0.0169861,-0.646207,-0.00344002,0.0141769,5.00E-05,20,
1.219395,1052.058783,-0.0171715,-0.648742,-0.00343779,0.0142153,5.40E-05,20,
1.226417,1055.070626,-0.0149597,-0.650942,-0.00345127,0.0142647,6.00E-05,20,
1.235566,1058.710608,-0.0145793,-0.653011,-0.00345618,0.0143103,7.43E-05,20,
1.234019,1062.22174,-0.0173259,-0.65516,-0.00345119,0.0143614,8.08E-05,20,
1.241299,1065.442963,-0.0188179,-0.657908,-0.00347972,0.0144018,0.000102438,20,
1.239689,1067.488439,-0.0155972,-0.660078,-0.00356746,0.0144217,8.77E-05,20,
1.251478,1067.633394,-0.0155404,-0.662007,-0.00368099,0.0144343,7.22E-05,20,
1.253798,1073.028943,-0.0190301,-0.663974,-0.00381431,0.0144488,3.90E-05,20,
1.259854,1072.980624,-0.0188609,-0.666096,-0.00389279,0.0144789,-3.45E-06,20,
1.256761,1076.781667,-0.0158048,-0.66795,-0.00390484,0.0145169,-2.18E-05,20,
1.274478,1082.45102,-0.0150374,-0.669677,-0.00393462,0.0145655,-1.61E-05,20,
1.275702,1082.595975,-0.0174048,-0.671594,-0.00395344,0.0146149,-2.82E-05,20,
1.269711,1085.994365,-0.0184655,-0.673656,-0.00392064,0.0146634,-2.33E-05,20,
1.265974,1088.442494,-0.0152779,-0.67567,-0.00393787,0.0147051,-2.31E-05,20,
1.272481,1095.09432,-0.0139901,-0.677517,-0.00395766,0.0147439,-3.04E-06,20,
1.281887,1095.641928,-0.0173171,-0.679449,-0.00397036,0.0147837,9.00E-07,20,
1.27757,1093.515921,-0.017956,-0.681518,-0.0039447,0.0148311,2.89E-05,20,
1.290971,1096.398916,-0.0150289,-0.683509,-0.00397755,0.0148783,6.22E-05,20,
1.295738,1101.891101,-0.0143114,-0.685456,-0.00394324,0.0149292,7.29E-05,20,
1.29387,1108.94558,-0.0169129,-0.687564,-0.00393411,0.0149792,9.98E-05,20,
1.300183,1112.891579,-0.018342,-0.689696,-0.00392728,0.0150287,0.000101383,20,
1.303147,1106.046479,-0.015977,-0.691701,-0.00394801,0.0150731,9.78E-05,20,
1.298895,1113.13317,-0.0144197,-0.693614,-0.00393757,0.0151247,7.92E-05,20,
1.302309,1113.92237,-0.0174859,-0.695659,-0.00391427,0.0151749,6.31E-05,20,
1.308301,1118.126067,-0.0188855,-0.697697,-0.0038824,0.0152256,4.62E-05,20,
1.327435,1113.535823,-0.0159485,-0.699832,-0.00385045,0.0152683,2.66E-05,20,
1.319897,1117.981112,-0.0152082,-0.701523,-0.00384924,0.0153015,1.66E-05,20,
1.321959,1126.807264,-0.0181366,-0.703875,-0.00386721,0.0153403,-4.40E-06,20,
1.327113,1129.368137,-0.01903,-0.70608,-0.00389546,0.0153666,-2.23E-05,20,
1.334457,1130.012381,-0.0165768,-0.708142,-0.00392856,0.0153997,-8.79E-06,20,
1.350885,1131.735736,-0.0151252,-0.710005,-0.00392562,0.015437,-1.49E-05,20,
1.408545,265.469437,-0.068832,-1.22864,0.0115887,0.0132462,0.00573508,20,
