cycles_to_failure,stress_amplitude,stress_mean
1000,0.0,-27.1
1000,0.2354682468874465,-24.39
1000,0.6059322156797102,-23.157
1000,1.1767619741620179,-21.924
1000,1.9461777159151836,-20.691
1000,2.899335384856285,-19.458
1000,4.012087343044176,-18.224999999999998
1000,5.253831132284608,-16.991999999999997
1000,6.589775646182948,-15.758999999999997
1000,7.982793701882884,-14.525999999999996
1000,9.39495899185305,-13.292999999999996
1000,10.788829362596882,-12.059999999999995
1000,12.12851822307936,-10.826999999999995
1000,13.380583771990658,-9.593999999999994
1000,14.514758020377366,-8.360999999999994
1000,15.504532445293016,-7.127999999999993
1000,16.32761355258457,-5.8949999999999925
1000,16.966259087709286,-4.661999999999992
1000,17.40750377404697,-3.4289999999999914
1000,17.64328206758255,-2.195999999999991
1000,17.670454359185914,-0.9629999999999903
1000,17.490742241012374,0.27000000000001023
1000,17.110577820836536,1.5030000000000108
1000,16.540871575464923,2.7360000000000113
1000,15.796702852649313,3.969000000000012
1000,14.896936840061736,5.202000000000012
1000,13.863771606459881,6.435000000000013
1000,12.722218675957055,7.6680000000000135
1000,11.499520517607529,8.90100000000001
1000,10.224508319981696,10.134000000000015
1000,8.926903479529006,11.367000000000019
1000,7.636566373863496,12.600000000000016
1000,6.382696236662944,13.833000000000013
1000,5.192986332388991,15.066000000000017
1000,4.092739199731256,16.29900000000002
1000,3.1039475805800443,17.532000000000018
1000,2.244347927022004,18.765000000000015
1000,1.5264553524132298,19.99800000000002
1000,0.956592079295138,21.231000000000023
1000,0.5339269014539059,22.46400000000002
1000,0.24955336330510663,23.697000000000017
1000,0.08565575086452412,24.93000000000002
1000,0.0,27.7
10000,0.0,-27.1
10000,0.13754456052956746,-24.39
10000,0.39583706028317156,-23.157
10000,0.8300656487085305,-21.924
10000,1.4527937928582777,-20.691
10000,2.260539604010894,-19.458
10000,3.2368633300764613,-18.224999999999998
10000,4.355305937496589,-16.991999999999997
10000,5.58211779136473,-15.758999999999997
10000,6.878747819044229,-14.525999999999996
10000,8.20407896978198,-13.292999999999996
10000,9.516404422272393,-12.059999999999995
10000,10.77514432005945,-10.826999999999995
10000,11.942306361599263,-9.593999999999994
10000,12.983696088658027,-8.360999999999994
10000,13.869884604064053,-7.127999999999993
10000,14.576942936323812,-5.8949999999999925
10000,15.086953492471087,-4.661999999999992
10000,15.388310089662054,-3.4289999999999914
10000,15.475818989135497,-2.195999999999991
10000,15.350614214331692,-0.9629999999999903
10000,15.01990124855617,0.27000000000001023
10000,14.496544000349822,1.5030000000000108
10000,13.79851071658539,2.7360000000000113
10000,12.948195332198782,3.969000000000012
10000,11.971631588844124,5.202000000000012
10000,10.897618150930796,6.435000000000013
10000,9.756773916909811,7.6680000000000135
10000,8.580543790486676,8.90100000000001
10000,7.4001763705077215,10.134000000000015
10000,6.245696377931444,11.367000000000019
10000,5.144896214417794,12.600000000000016
10000,4.122372909254804,13.833000000000013
10000,3.198638957810854,15.066000000000017
10000,2.389338328598684,16.29900000000002
10000,1.7046024335636039,17.532000000000018
10000,1.1485854574868164,18.765000000000015
10000,0.7192246888237654,19.99800000000002
10000,0.4082803679397193,21.231000000000023
10000,0.20172291654899954,22.46400000000002
10000,0.08055704902158256,23.697000000000017
10000,0.022211143009024034,24.93000000000002
10000,0.0,27.7
100000,0.0,-27.1
100000,0.07846798969854582,-24.39
100000,0.2525497242704406,-23.157
100000,0.571839687487498,-21.924
100000,1.0591646863085875,-20.691
100000,1.7213287445550896,-19.458
100000,2.550447468932751,-18.224999999999998
100000,3.526137648912392,-16.991999999999997
100000,4.618121989935421,-15.758999999999997
100000,5.788978104628037,-14.525999999999996
100000,6.9968540053624135,-13.292999999999996
100000,8.19802980082087,-12.059999999999995
100000,9.349243758791895,-10.826999999999995
100000,10.409728236052333,-9.593999999999994
100000,11.342921314926361,-8.360999999999994
100000,12.117835653704214,-7.127999999999993
100000,12.710078453622552,-5.8949999999999925
100000,13.10252645182021,-4.661999999999992
100000,13.285668048300034,-3.4289999999999914
100000,13.257631460135906,-2.195999999999991
100000,13.023923443466334,-0.9629999999999903
100000,12.59690782950707,0.27000000000001023
100000,11.995057026686494,1.5030000000000108
100000,11.242012850053165,2.7360000000000113
100000,10.365495625689746,3.969000000000012
100000,9.39610253433746,5.202000000000012
100000,8.366037639373227,6.435000000000013
100000,7.307817009043882,7.6680000000000135
100000,6.252992796807324,8.90100000000001
100000,5.230940078163009,10.134000000000015
100000,4.267749633769934,11.367000000000019
100000,3.3852686755180628,12.600000000000016
100000,2.6003296708032093,13.833000000000013
100000,1.9242048369621674,15.066000000000017
100000,1.3623204169187466,16.29900000000002
100000,0.9142603103363164,17.532000000000018
100000,0.574082726388336,18.765000000000015
100000,0.33096578928814924,19.99800000000002
100000,0.170187732170923,21.231000000000023
100000,0.07443320353970766,22.46400000000002
100000,0.025396958350620377,23.697000000000017
100000,0.005625010364274071,24.93000000000002
100000,0.0,27.7
1000000,0.0,-27.1
1000000,0.043308818162843155,-24.39
1000000,0.15588777005615106,-23.157
1000000,0.3811279907544433,-21.924
1000000,0.7470638285722727,-20.691
1000000,1.2680904209346022,-19.458
1000000,1.9442096885526772,-18.224999999999998
1000000,2.7619420108306176,-16.991999999999997
1000000,3.6962939799712915,-15.758999999999997
1000000,4.713343870375382,-14.525999999999996
1000000,5.773118766006071,-13.292999999999996
1000000,6.832518166829708,-12.059999999999995
1000000,7.8481007619600485,-10.826999999999995
1000000,8.77860028911574,-9.593999999999994
1000000,9.58707659965031,-8.360999999999994
1000000,10.24264140520139,-7.127999999999993
1000000,10.721726106825328,-5.8949999999999925
1000000,11.008882553867346,-4.661999999999992
1000000,11.09712721809404,-3.4289999999999914
1000000,10.987855585787127,-2.195999999999991
1000000,10.690366930267547,-0.9629999999999903
1000000,10.221050307653613,0.27000000000001023
1000000,9.602290836086548,1.5030000000000108
1000000,8.861161244472756,2.7360000000000113
1000000,8.027967448103519,3.969000000000012
1000000,7.134718635927907,5.202000000000012
1000000,6.213592127308807,6.435000000000013
1000000,5.2954611470688375,7.6680000000000135
1000000,4.408549734252108,8.90100000000001
1000000,3.577273287230228,10.134000000000015
1000000,2.821315788799291,11.367000000000019
1000000,2.154985571659485,12.600000000000016
1000000,1.5868805874323286,13.833000000000013
1000000,1.1198815286857862,15.066000000000017
1000000,0.7514768058275131,16.29900000000002
1000000,0.47440726277209827,17.532000000000018
1000000,0.2776005649802492,18.765000000000015
1000000,0.14734531182540314,19.99800000000002
1000000,0.06863295607024938,21.231000000000023
1000000,0.02657130492647604,22.46400000000002
1000000,0.007746304499299246,23.697000000000017
1000000,0.0013781942874117052,24.93000000000002
1000000,0.0,27.7
10000000,0.0,-27.1
10000000,0.022745713249479736,-24.39
10000000,0.09156228272669213,-23.157
10000000,0.24171679000030483,-21.924
10000000,0.5014081015959863,-20.691
10000000,0.8889473583929645,-19.458
10000000,1.4102926552372947,-18.224999999999998
10000000,2.058587214856315,-16.991999999999997
10000000,2.8151855852359398,-15.758999999999997
10000000,3.651705665466004,-14.525999999999996
10000000,4.532706438935599,-13.292999999999996
10000000,5.4186552203274365,-12.059999999999995
10000000,6.26891062960536,-10.826999999999995
10000000,7.044506583224897,-9.593999999999994
10000000,7.710577314980025,-8.360999999999994
10000000,8.238313214793495,-7.127999999999993
10000000,8.606381772085701,-5.8949999999999925
10000000,8.801786966894024,-4.661999999999992
10000000,8.820174016327863,-3.4289999999999914
10000000,8.665614487917354,-2.195999999999991
10000000,8.349929528791561,-0.9629999999999903
10000000,7.891626473745854,0.27000000000001023
10000000,7.314536570772335,1.5030000000000108
10000000,6.6462492202514145,2.7360000000000113
10000000,5.916441217355479,3.969000000000012
10000000,5.155198301148918,5.202000000000012
10000000,4.3914211640336,6.435000000000013
10000000,3.6513993086519845,7.6680000000000135
10000000,2.9576241362676963,8.90100000000001
10000000,2.3278978269817685,10.134000000000015
10000000,1.7747773837948857,11.367000000000019
10000000,1.3053741609330987,12.600000000000016
10000000,0.9215088368219251,13.833000000000013
10000000,0.6202007425467405,15.066000000000017
10000000,0.394449415665518,16.29900000000002
10000000,0.23424601557917557,17.532000000000018
10000000,0.1277337412981908,18.765000000000015
10000000,0.062420746863671654,19.99800000000002
10000000,0.02633762314102274,21.231000000000023
10000000,0.009026065411674365,22.46400000000002
10000000,0.0022482616035482,23.697000000000017
10000000,0.0003213194277713424,24.93000000000002
10000000,0.0,27.7
100000000,0.0,-27.1
100000000,0.010994839592171905,-24.39
100000000,0.049497958709419955,-23.157
100000000,0.14109411561565466,-21.924
100000000,0.309735579052477,-20.691
100000000,0.5735456314473676,-19.458
100000000,0.94154589862135,-18.224999999999998
100000000,1.4121801320483751,-16.991999999999997
100000000,1.9733933751154422,-15.758999999999997
100000000,2.6039252662977592,-14.525999999999996
100000000,3.275448718782132,-13.292999999999996
100000000,3.955199121025777,-12.059999999999995
100000000,4.608777026862199,-10.826999999999995
100000000,5.202858255706432,-9.593999999999994
100000000,5.707602320416771,-8.360999999999994
100000000,6.098608312213787,-7.127999999999993
100000000,6.358323441045211,-5.8949999999999925
100000000,6.476861019177298,-4.661999999999992
100000000,6.452230191260917,-3.4289999999999914
100000000,6.290018122574864,-2.195999999999991
100000000,6.002596063418718,-0.9629999999999903
100000000,5.607943467140744,0.27000000000001023
100000000,5.128199194002601,1.5030000000000108
100000000,4.5880560629746965,2.7360000000000113
100000000,4.013115098746495,3.969000000000012
100000000,3.4283094115947406,5.202000000000012
100000000,2.856495537812579,6.435000000000013
100000000,2.3172931760548847,7.6680000000000135
100000000,1.8262336028436943,8.90100000000001
100000000,1.394253749226422,10.134000000000015
100000000,1.0275481531806663,11.367000000000019
100000000,0.7277660090937345,12.600000000000016
100000000,0.49251659895075534,13.833000000000013
100000000,0.3161248184762517,15.066000000000017
100000000,0.1905606230274172,16.29900000000002
100000000,0.10645331903096555,17.532000000000018
100000000,0.05409498822045065,18.765000000000015
100000000,0.02433815820841035,19.99800000000002
100000000,0.009302219097418693,21.231000000000023
100000000,0.002821955626315313,22.46400000000002
100000000,0.0006005722109544667,23.697000000000017
100000000,6.894926405366367e-05,24.93000000000002
100000000,0.0,27.7
1000000000,0.0,-27.1
1000000000,0.004493445316745089,-24.39
1000000000,0.022623468642892934,-23.157
1000000000,0.06963253571691741,-21.924
1000000000,0.16176779617422118,-20.691
1000000000,0.3128679913998002,-19.458
1000000000,0.5314653720686473,-18.224999999999998
1000000000,0.8190532696986781,-16.991999999999997
1000000000,1.1695573620680013,-15.758999999999997
1000000000,1.5698656663471535,-14.525999999999996
1000000000,2.001175795083166,-13.292999999999996
1000000000,2.4408799049499814,-12.059999999999995
1000000000,2.864709192522798,-10.826999999999995
1000000000,3.2488872121237633,-9.593999999999994
1000000000,3.5720846393016825,-8.360999999999994
1000000000,3.817019763086386,-7.127999999999993
1000000000,3.971603188564208,-5.8949999999999925
1000000000,4.02957764472108,-4.661999999999992
1000000000,3.9906512690016314,-3.4289999999999914
1000000000,3.8601630951666075,-2.195999999999991
1000000000,3.6483513287989915,-0.9629999999999903
1000000000,3.369317658869735,0.27000000000001023
1000000000,3.0397941992414967,1.5030000000000108
1000000000,2.6778240337608783,2.7360000000000113
1000000000,2.301462500116833,3.969000000000012
1000000000,1.9275953573126001,5.202000000000012
1000000000,1.5709531547120656,6.435000000000013
1000000000,1.243379955429643,7.6680000000000135
1000000000,0.9533906814572853,8.90100000000001
1000000000,0.7060264191767862,10.134000000000015
1000000000,0.5029927271752724,11.367000000000019
1000000000,0.34304393765488017,12.600000000000016
1000000000,0.22255813058162505,13.833000000000013
1000000000,0.13623419486361796,15.066000000000017
1000000000,0.07783523418066443,16.29900000000002
1000000000,0.04090227138923574,17.532000000000018
1000000000,0.01936910947006435,18.765000000000015
1000000000,0.008023201221348189,19.99800000000002
1000000000,0.0027777795408043247,21.231000000000023
1000000000,0.000745938649088813,22.46400000000002
1000000000,0.00013563908393901005,23.697000000000017
1000000000,1.2509026439664782e-05,24.93000000000002
1000000000,0.0,27.7
